candidate_rule_id,industry_code,industry_name,division_code,division_name,group_code,group_name,permit_type,scenario_template_ids,unknown_scenarios,source_basis,confidence,confirmation_questions,runtime_status,notes
BATCH2_GB4754_1711,1711,棉纺纱加工,17,纺织业,171,棉纺织及印染精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1712,1712,棉织造加工,17,纺织业,171,棉纺织及印染精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1713,1713,棉印染精加工,17,纺织业,171,棉纺织及印染精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1721,1721,毛条和毛纱线加工,17,纺织业,172,毛纺织及染整精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1722,1722,毛织造加工,17,纺织业,172,毛纺织及染整精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1723,1723,毛染整精加工,17,纺织业,172,毛纺织及染整精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1731,1731,麻纤维纺前加工和纺纱,17,纺织业,173,麻纺织及染整精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1732,1732,麻织造加工,17,纺织业,173,麻纺织及染整精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1733,1733,麻染整精加工,17,纺织业,173,麻纺织及染整精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
BATCH2_GB4754_1741,1741,缫丝加工,17,纺织业,174,丝绢纺织及印染精加工,NEED_CONFIRM,"[""SCN_BASE_PRODUCTION_SOLID_NOISE_LEDGER""]","[""SCN_RAINWATER_ACCIDENT_EMERGENCY"", ""SCN_WW_PROCESS_AND_TREATMENT"", ""SCN_VOCS_SOLVENT_AND_TREATMENT"", ""SCN_HAZWASTE_STORAGE_TRANSFER""]","[""GB/T 4754-2017"", ""固定污染源排污许可分类管理名录(2019年版)相关条目待表格级抽取确认""]",MEDIUM,"[""是否存在实际生产、加工、清洗、涂布、喷涂、染整、粉磨、冶炼、铸造或包装等产污活动？"", ""环评、批复、排污许可或登记回执中载明的主要污染物和治理设施是什么？"", ""是否存在锅炉、工业炉窑、污水处理、表面处理、水处理等通用工序？"", ""是否有前处理、染色、印花、洗毛、麻脱胶、缫丝、喷水织造或整理工序？"", ""是否使用染料、助剂、定型油烟或有机溶剂？""]",CANDIDATE_ONLY,Batch2候选：纺织业污染场景高度依赖前处理/染整/印花/喷水织造等工序，全部需现场确认。
